first,second,label
0.06199910200000014,0.061359936000000115,0
0.06647326399999987,0.051133279999999726,0
0.0661536810000003,0.06327743400000019,0
0.06934951099999997,0.06199910200000014,0
0.06327743400000019,0.047298284000000024,0
0.07446283899999973,0.05976202099999961,0
0.059762021000000054,0.06487534900000025,0
0.06519493200000026,0.06679284699999988,0
0.06231868500000015,0.051772446000000194,0
0.07254534099999965,0.04857661600000007,0
0.07062784300000002,0.044422036999999914,0
0.061359936000000115,0.05880327200000002,0
0.06934951099999997,0.05592702500000035,0
0.06583409800000029,0.05688577400000039,0
0.06327743400000019,0.056246608000000364,0
0.05880327200000002,0.05017453100000013,0
0.06295785100000018,0.06519493200000026,0
0.06807117899999993,0.060081604000000066,0
0.0610403530000001,0.04186537300000026,0
0.06647326400000031,0.05017453100000013,0
0.06966909400000043,0.05816410599999999,0
0.0687103450000004,0.04697870100000001,0
0.05784452299999998,0.04506120299999994,0
0.06359701699999976,0.05592702499999991,0
0.06423618300000022,0.05656619099999993,0
0.07446283900000017,0.05017453100000013,0
0.06199910200000014,0.04506120299999994,0
0.06711242999999989,0.04346328800000032,0
0.0648753489999998,0.04570036899999996,0
0.06167951900000013,0.053370361000000255,0
0.06743201300000035,0.06104035299999966,0
0.07382367300000015,0.056885773999999945,0
0.06743201300000035,0.05241161200000022,0
0.06647326400000031,0.05592702500000035,0
0.0674320129999999,0.06231868499999971,0
0.058483689000000005,0.058483689000000005,0
0.06104035299999966,0.059122854999999586,0
0.07062784300000002,0.05432911000000029,0
0.05912285500000003,0.056885773999999945,0
0.07414325600000016,0.04346328799999988,0
0.06934951099999997,0.05720535699999996,0
0.07030826000000001,0.04346328800000032,0
0.059122854999999586,0.05592702500000035,0
0.06423618299999978,0.05209202899999976,0
0.06519493199999982,0.0610403530000001,0
0.06551451500000027,0.0492157820000001,0
0.06423618300000022,0.060081604000000066,0
0.06391660000000021,0.056885773999999945,0
0.06934951099999997,0.054648693000000303,0
0.06711243000000033,0.06040118700000008,0
0.06104035299999966,0.06423618300000022,0
0.061359936000000115,0.05113328000000017,0
0.06551451500000027,0.051772446000000194,0
0.07126700900000005,0.04857661600000007,0
0.069988677,0.047617867000000036,0
0.06711242999999989,0.047298284000000024,0
0.06295785100000018,0.06167951900000013,0
0.06902992799999996,0.05241161200000022,0
0.06934951099999997,0.04953536500000011,0
0.06455576600000024,0.044102454000000346,0
0.069988677,0.05912285500000003,0
0.06327743400000019,0.04633953499999999,0
0.06934951100000042,0.04538078599999995,0
0.069988677,0.059762021000000054,0
0.06263826800000016,0.05528785900000033,0
0.06040118700000008,0.04857661600000007,0
0.06775159599999991,0.06966909399999999,0
0.06871034499999995,0.07062784300000002,0
0.06040118700000008,0.0428241220000003,0
0.0635970170000002,0.061359936000000115,0
0.07254534099999965,0.06040118700000008,0
0.06295785099999973,0.05592702500000035,0
0.06423618299999978,0.05912285500000003,0
0.0661536810000003,0.052092029000000206,0
0.06775159600000036,0.06487534900000025,0
0.06775159599999991,0.05113328000000017,0
0.061359936000000115,0.051772446000000194,0
0.05912285500000003,0.055287858999999884,0
0.07510200499999975,0.051133279999999726,0
0.07190617500000007,0.043782871000000334,0
0.07062784300000002,0.06966909399999999,0
0.06072077000000009,0.04570036899999996,0
0.0661536810000003,0.04314370500000031,0
0.0610403530000001,0.06679284699999988,0
0.06327743400000019,0.050494114000000145,0
0.06583409800000029,0.04218495600000027,0
0.06711242999999989,0.05241161200000022,0
0.06167951900000013,0.04953536500000011,0
0.0610403530000001,0.0428241220000003,0
0.06295785100000018,0.0441024539999999,0
0.0610403530000001,0.047617867000000036,0
0.06199910200000014,0.04985494800000012,0
0.06008160399999962,0.05400952700000028,0
0.06966909399999999,0.04825703300000006,0
0.06519493200000026,0.05496827599999987,0
0.06679284700000032,0.05305077800000024,0
0.0572053570000004,0.06807117899999993,0
0.0687103450000004,0.0610403530000001,0
0.06295785099999973,0.058483689000000005,0
0.069988677,0.04570036900000041,0
0.06839076200000038,0.044102454000000346,0
0.06231868500000015,0.06775159599999991,0
0.06455576599999979,0.05720535699999996,0
0.056246608000000364,0.059762021000000054,0
0.069988677,0.04953536500000011,0
0.06295785100000018,0.04857661600000007,0
0.0635970170000002,0.056885773999999945,0
0.0661536810000003,0.04154579000000025,0
